"field","label","description","temporal","category","subcategory","identifier"
"12178-0","WET MOUNT","Bacteria [Presence] in Genital specimen by Wet preparation","1","Laboratory","Bacteria|PrThr|<Sys:ANYGU>","0"
"1922-4","Base Deficit Art","Base deficit in Arterial blood","1","Laboratory","Base deficit|SCnc|Pt|ANYBldSerPlas","0"
"1923-2","Base Deficit Capillary","Base deficit in Capillary blood","1","Laboratory","Base deficit|SCnc|Pt|ANYBldSerPlas","0"
"1924-0","Base Deficit Ven","Base deficit in Venous blood","1","Laboratory","Base deficit|SCnc|Pt|ANYBldSerPlas","0"
"19235-1","BASE EXCESS STANDARD IN ARTERIAL BLOOD BY CALCULATION","Base excess standard in Arterial blood by calculation","1","Laboratory","Base excess^^standard|SCnc|Pt|ANYBldSerPlas","0"
"19237-7","BASE EXCESS STANDARD IN VENOUS BLOOD BY CALCULATION","Base excess standard in Venous blood by calculation","1","Laboratory","Base excess^^standard|SCnc|Pt|ANYBldSerPlas","0"
"1925-7","Base excess in Arterial blood by calculation","Arterial, Base Excess","1","Laboratory","Other Labs","0"
"11555-0","Base excess in Blood by calculation","Base excess in Blood by calculation","1","Laboratory","Base excess|SCnc|Pt|ANYBldSerPlas","0"
"1926-5","Base Excess Capillary","Base excess in Capillary blood by calculation","1","Laboratory","Base excess|SCnc|Pt|ANYBldSerPlas","0"
"1927-3","Base excess in Venous blood by calculation","Venous, Base Excess","1","Laboratory","Other Labs","0"
"44446-3","BASEMENT MEMBRANE IGG AB [UNITS/VOLUME] IN SERUM BY IMMUNOFLUORESCENCE","Basement membrane IgG Ab [Units/volume] in Serum by Immunofluorescence","1","Laboratory","Basement membrane Ab.IgG|ACnc|Pt|ANYBldSerPlas","0"
"33037-3","Anion gap in Serum or Plasma","Anion Gap","1","Laboratory","Basic Metabolic Panel","0"
"17861-6","Calcium [Mass/volume] in Serum or Plasma","Calcium","1","Laboratory","Basic Metabolic Panel","0"
"2028-9","Carbon dioxide, total [Moles/volume] in Serum or Plasma","Carbon Dioxide","1","Laboratory","Basic Metabolic Panel","0"
"2075-0","Chloride [Moles/volume] in Serum or Plasma","Chloride","1","Laboratory","Basic Metabolic Panel","0"
"2160-0","Creatinine [Mass/volume] in Serum or Plasma","Creatinine","1","Laboratory","Basic Metabolic Panel","0"
"2345-7","Glucose [Mass/volume] in Serum or Plasma","Glucose","1","Laboratory","Basic Metabolic Panel","0"
"2823-3","Potassium [Moles/volume] in Serum or Plasma","Potassium","1","Laboratory","Basic Metabolic Panel","0"
"2951-2","Sodium [Moles/volume] in Serum or Plasma","Sodium","1","Laboratory","Basic Metabolic Panel","0"
"3094-0","Urea nitrogen [Mass/volume] in Serum or Plasma","Urea Nitrogen","1","Laboratory","Basic Metabolic Panel","0"
"3097-3","Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma","Urea nitrogen/Creatinine (BUN/Creat)","1","Laboratory","Basic Metabolic Panel","0"
"26444-0","BASOPHILS [#/VOLUME] IN BLOOD","Basophils [#/volume] in Blood","1","Laboratory","Basophils|NCnc|Pt|Bld","0"
"704-7","Basophils [#/volume] in Blood by Automated count","Basophils, Absolute","1","Laboratory","Other Labs","0"
"705-4","BASOPHILS [#/VOLUME] IN BLOOD BY MANUAL COUNT","Basophils [#/volume] in Blood by Manual count","1","Laboratory","Basophils|NCnc|Pt|Bld","0"
"3389-4","BENZODIAZEPINES BLD","Benzodiazepines [Presence] in Serum or Plasma","1","Laboratory","Benzodiazepines|PrThr|Pt|ANYBldSerPlas","0"
"28588-2","B-ALANINE UR","Beta alanine/Creatinine [Ratio] in Urine","1","Laboratory","Beta alanine/Creatinine|Ratio|Urine","0"
"25868-1","B-ALANINE","Beta alanine [Moles/volume] in 24 hour Urine","1","Laboratory","Beta alanine|SCnc|Urine","0"
"28602-1","B-AMINOISOBUTYRIC UR","Beta aminoisobutyrate/Creatinine [Ratio] in Urine","1","Laboratory","Beta aminoisobutyrate/Creatinine|Ratio|Urine","0"
"25870-7","B-AMINOISOBUTYRATE","Beta aminoisobutyrate [Moles/volume] in 24 hour Urine","1","Laboratory","Beta aminoisobutyrate|SCnc|Urine","0"
"9744-4","BETA GLOBULIN [MASS/VOLUME] IN URINE BY ELECTROPHORESIS","Beta globulin [Mass/volume] in Urine by Electrophoresis","1","Laboratory","Beta globulin|MCnc|Urine","0"
"6873-4","BETA HYDROXYBUTYRATE [MOLES/VOLUME] IN SERUM OR PLASMA","Beta hydroxybutyrate [Moles/volume] in Serum or Plasma","1","Laboratory","Beta hydroxybutyrate|SCnc|Pt|ANYBldSerPlas","0"
"13485-8","BETA-2-MICROGLOBULIN/CREATININE [MASS RATIO] IN URINE","Beta-2-Microglobulin/Creatinine [Mass Ratio] in Urine","1","Laboratory","Beta-2-Microglobulin/Creatinine|MRto|Urine","0"
"1952-1","Beta-2-Microglobulin [Mass/volume] in Serum or Plasma","Beta-2-Microglobulin [Mass/volume] in Serum or Plasma","1","Laboratory","Beta-2-Microglobulin|MCnc|Pt|ANYBldSerPlas","0"
"1953-9","BETA-2-MICROGLOBULIN [MASS/VOLUME] IN URINE","Urine, Beta-2 Microglobulin","1","Laboratory","Other Labs","0"
"1960-4","Bicarbonate [Moles/volume] in Arterial blood","Arterial, Bicarbonate","1","Laboratory","Other Labs","0"
"1959-6","Bicarbonate [Moles/volume] in Blood","Bicarbonate [Moles/volume] in Blood","1","Laboratory","Bicarbonate|SCnc|Pt|ANYBldSerPlas","0"
"1961-2","Bicarbonate [Moles/volume] in Capillary blood","Bicarbonate [Moles/volume] in Capillary blood","1","Laboratory","Bicarbonate|SCnc|Pt|ANYBldSerPlas","0"
"1963-8","Bicarbonate [Moles/volume] in Serum or Plasma","Bicarbonate [Moles/volume] in Serum","1","Laboratory","Bicarbonate|SCnc|Pt|ANYBldSerPlas","0"
"14627-4","Bicarbonate [Moles/volume] in Venous blood","Venous, Bicarbonate","1","Laboratory","Other Labs","0"
"1964-6","BICARBONATE [MOLES/VOLUME] IN URINE","Bicarbonate [Moles/volume] in Urine","1","Laboratory","Bicarbonate|SCnc|Urine","0"
"1968-7","Bilirubin.direct [Mass/volume] in Serum or Plasma","Bilirubin, Conjugated, Raw Pending Repeat","1","Laboratory","Other Labs","0"
"1971-1","Bilirubin.indirect [Mass/volume] in Serum or Plasma","Bilirubin.indirect [Mass/volume] in Serum or Plasma","1","Laboratory","Bilirubin.non-glucuronidated|MCnc|Pt|ANYBldSerPlas","0"
"42719-5","Bilirubin.total [Mass/volume] in Blood","Bilirubin.total [Mass/volume] in Blood","1","Laboratory","Bilirubin|MCnc|Pt|ANYBldSerPlas","0"
"1975-2","Bilirubin.total [Mass/volume] in Serum or Plasma","Bilirubin, Total, Raw Data","1","Laboratory","Other Labs","0"
"1977-8","Bilirubin.total [Presence] in Urine","Bilirubin.total [Presence] in Urine","1","Laboratory","Bilirubin|PrThr|Urine","0"
"50551-1","BILIRUBIN UA","Bilirubin.total [Presence] in Urine by Automated test strip","1","Laboratory","Bilirubin|PrThr|Urine","0"
"5770-3","Bilirubin.total [Presence] in Urine by Test strip","Urine, Bilirubin","1","Laboratory","Other Labs","0"
"708-8","Blasts [#/volume] in Blood by Manual count","Blasts [#/volume] in Blood by Manual count","1","Laboratory","Blasts|NCnc|Pt|Bld","0"
"82179-3","Bordetella pertussis (ptxP) RPP (Result)","Bordetella pertussis toxin promoter region [Presence] in Nasopharynx by Target amplification with non-probe based detection","1","Laboratory","Bordetella pertussis toxin promoter region|PrThr|<Sys:ANYResp>","0"
"3415-7","BUPRENORPHINE [MASS/VOLUME] IN URINE","Buprenorphine [Mass/volume] in Urine","1","Laboratory","Buprenorphine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"49752-9","BUPRENORPHINE [MASS/VOLUME] IN URINE BY CONFIRMATORY METHOD","Buprenorphine [Mass/volume] in Urine by Confirmatory method","1","Laboratory","Buprenorphine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"77205-3","BUPRENORPHINE [PRESENCE] IN MECONIUM BY SCREEN METHOD","Buprenorphine [Presence] in Meconium by Screen method","1","Laboratory","Buprenorphine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"3414-0","BUPRENORPHINE [PRESENCE] IN URINE","Urine, Buprenorphines Screen, Raw Pending Repeat","1","Laboratory","Other Labs","0"
"32057-2","BUTALBITAL [PRESENCE] IN UNSPECIFIED SPECIMEN","Butalbital [Presence] in Unspecified specimen","1","Laboratory","Butalbital|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"1986-9","C peptide [Mass/volume] in Serum or Plasma","C-Peptide, Raw Pending Repeat","1","Laboratory","Other Labs","0"
"1988-5","C reactive protein [Mass/volume] in Serum or Plasma","C-Reactive Protein (CRP)","1","Laboratory","Other Labs","0"
"30522-7","C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method","C-Reactive Protein (CRP), High Sensitivity","1","Laboratory","Other Labs","0"
"5609-3","CADMIUM [MASS/VOLUME] IN BLOOD","Cadmium [Mass/volume] in Blood","1","Laboratory","Cadmium|MCnc|Pt|ANYBldSerPlas","0"
"38230-9","CALCIUM.IONIZED [MASS/VOLUME] IN BLOOD","Calcium.ionized [Mass/volume] in Blood","1","Laboratory","Calcium.ionized|MCnc|Pt|ANYBldSerPlas","0"
"17863-2","Calcium.ionized [Mass/volume] in Serum or Plasma","Calcium.ionized [Mass/volume] in Serum or Plasma","1","Laboratory","Calcium.ionized|MCnc|Pt|ANYBldSerPlas","0"
"1994-3","Calcium.ionized [Moles/volume] in Blood","Calcium.ionized [Moles/volume] in Blood","1","Laboratory","Calcium.ionized|SCnc|Pt|ANYBldSerPlas","0"
"1995-0","Calcium.ionized [Moles/volume] in Serum or Plasma","Calcium.ionized [Moles/volume] in Serum or Plasma","1","Laboratory","Calcium.ionized|SCnc|Pt|ANYBldSerPlas","0"
"18488-7","CALCIUM [MASS/VOLUME] IN 24 HOUR URINE","Urine, Calcium","1","Laboratory","Other Labs","0"
"17862-4","Calcium [Mass/volume] in Urine","Urine, Calcium","1","Laboratory","Other Labs","0"
"6874-2","Calcium [Mass/time] in 24 hour Urine","Timed Urine, Calcium","1","Laboratory","Other Labs","0"
"2004-0","CALCIUM [MOLES/VOLUME] IN URINE","Calcium [Moles/volume] in Urine","1","Laboratory","Calcium|SCnc|Urine","0"
"10334-1","Cancer Ag 125 [Units/volume] in Serum or Plasma","Cancer Antigen 125 (CA-125), Raw Data","1","Laboratory","Other Labs","0"
"6875-9","Cancer Ag 15-3 [Units/volume] in Serum or Plasma","Cancer Antigen 15-3 (CA15-3)","1","Laboratory","Other Labs","0"
"24108-3","Cancer Ag 19-9 [Units/volume] in Serum or Plasma","Cancer Antigen 19-9 (CA 19-9), Raw Data","1","Laboratory","Other Labs","0"
"83084-4","CANCER AG 19-9 [UNITS/VOLUME] IN SERUM OR PLASMA BY IMMUNOASSAY","Cancer Ag 19-9 [Units/volume] in Serum or Plasma by Immunoassay","1","Laboratory","Cancer Ag 19-9|ACnc|Pt|ANYBldSerPlas","0"
"33282-5","CANNABINOIDS [MASS/MASS] IN MECONIUM BY CONFIRMATORY METHOD","Cannabinoids [Mass/mass] in Meconium by Confirmatory method","1","Laboratory","Cannabinoids|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"70143-3","CANNABINOIDS [MASS/VOLUME] IN URINE BY SCREEN METHOD","Cannabinoids [Mass/volume] in Urine by Screen method","1","Laboratory","Cannabinoids|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"3427-2","Cannabinoids [Presence] in Urine","Cannabinoids [Presence] in Urine","1","Laboratory","Cannabinoids|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"19289-8","CANNABINOIDS [PRESENCE] IN URINE BY CONFIRMATORY METHOD","Cannabinoids [Presence] in Urine by Confirmatory method","1","Laboratory","Cannabinoids|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"18282-4","Cannabinoids [Presence] in Urine by Screen method","Urine, Cannabinoids Screen, Raw Data","1","Laboratory","Other Labs","0"
"9415-1","Carbamazapine-10,11-Epoxide","Carbamazepine 10,11-Epoxide [Mass/volume] in Serum or Plasma","1","Laboratory","Carbamazepine 10,11-Epoxide|MCnc|Pt|ANYBldSerPlas","0"
"2019-8","Carbon dioxide [Partial pressure] in Arterial blood","Arterial, pCO2","1","Laboratory","Other Labs","0"
"11557-6","Carbon dioxide [Partial pressure] in Blood","Carbon dioxide [Partial pressure] in Blood","1","Laboratory","Carbon dioxide|PPres|Pt|ANYBldSerPlas","0"
"2020-6","Carbon dioxide [Partial pressure] in Capillary blood","Carbon dioxide [Partial pressure] in Capillary blood","1","Laboratory","Carbon dioxide|PPres|Pt|ANYBldSerPlas","0"
"2021-4","Carbon dioxide [Partial pressure] in Venous blood","Venous, pCO2","1","Laboratory","Other Labs","0"
"2026-3","Carbon dioxide, total [Moles/volume] in Arterial blood","Carbon dioxide, total [Moles/volume] in Arterial blood","1","Laboratory","Carbon dioxide|SCnc|Pt|ANYBldSerPlas","0"
"41647-9","CO2 Totl Art","Carbon dioxide, total [Moles/volume] in Arterial blood by calculation","1","Laboratory","Carbon dioxide|SCnc|Pt|ANYBldSerPlas","0"
"20565-8","Carbon dioxide, total [Moles/volume] in Blood","Carbon dioxide, total [Moles/volume] in Blood","1","Laboratory","Carbon dioxide|SCnc|Pt|ANYBldSerPlas","0"
"51781-3","TCO2 Calc","Carbon dioxide, total [Moles/volume] in Capillary blood by calculation","1","Laboratory","Carbon dioxide|SCnc|Pt|ANYBldSerPlas","0"
"57920-1","CO2 Totl Ven","Carbon dioxide, total [Moles/volume] in Mixed venous blood by calculation","1","Laboratory","Carbon dioxide|SCnc|Pt|ANYBldSerPlas","0"
"2027-1","Carbon dioxide, total [Moles/volume] in Venous blood","Carbon dioxide, total [Moles/volume] in Venous blood","1","Laboratory","Carbon dioxide|SCnc|Pt|ANYBldSerPlas","0"
"48391-7","TCO2 Calc","Carbon dioxide, total [Moles/volume] in Venous blood by calculation","1","Laboratory","Carbon dioxide|SCnc|Pt|ANYBldSerPlas","0"
"2039-6","Carcinoembryonic Ag [Mass/volume] in Serum or Plasma","Carcinoembryonic Antigen (CEA), Raw Data","1","Laboratory","Other Labs","0"
"28597-3","CARNOSINE, UR","Carnosine/Creatinine [Ratio] in Urine","1","Laboratory","Carnosine/Creatinine|Ratio|Urine","0"
"25874-9","CARNOSINE","Carnosine [Moles/volume] in 24 hour Urine","1","Laboratory","Carnosine|SCnc|Urine","0"
"2053-7","CAROTENE [MASS/VOLUME] IN SERUM","Carotene","1","Laboratory","Other Labs","0"
"43247-6","CATECHOLAMINES/CREATININE [MASS RATIO] IN 24 HOUR URINE","Catecholamines/Creatinine [Mass Ratio] in 24 hour Urine","1","Laboratory","Catecholamines/Creatinine|MRto|Urine","0"
"9641-2","CATECHOLAMINES/CREATININE [MASS RATIO] IN URINE","Catecholamines/Creatinine [Mass Ratio] in Urine","1","Laboratory","Catecholamines/Creatinine|MRto|Urine","0"
"49257-9","CATECHOLAMINES [INTERPRETATION] IN PLASMA NARRATIVE","Catecholamines [Interpretation] in Plasma Narrative","1","Laboratory","Catecholamines|Imp|Pt|ANYBldSerPlas","0"
"2058-6","CATECHOLAMINES [MASS/TIME] IN 24 HOUR URINE","Catecholamines [Mass/time] in 24 hour Urine","1","Laboratory","Catecholamines|MRat|Urine","0"
"82178-5","Chlamydia (Chlamydophila) pneumoniae RPP","Chlamydophila pneumoniae DNA [Presence] in Nasopharynx by Target amplification with non-probe based detection","1","Laboratory","Chlamydophila pneumoniae DNA|PrThr|<Sys:ANYResp>","0"
"2069-3","Chloride [Moles/volume] in Blood","Chloride [Moles/volume] in Blood","1","Laboratory","Chloride|SCnc|Pt|ANYBldSerPlas","0"
"21194-6","CHLORIDE [MOLES/VOLUME] IN 24 HOUR URINE","Urine, Chloride","1","Laboratory","Other Labs","0"
"2078-4","Chloride [Moles/volume] in Urine","Urine, Chloride","1","Laboratory","Other Labs","0"
"2079-2","CHLORIDE,U,24 HR","Timed Urine, Chloride","1","Laboratory","Other Labs","0"
"2085-9","Cholesterol in HDL [Mass/volume] in Serum or Plasma","HDL Cholesterol, Raw Pending Repeat","1","Laboratory","Other Labs","0"
"2087-5","IDL Chol","Cholesterol in IDL [Mass/volume] in Serum or Plasma","1","Laboratory","Cholesterol.in IDL|MCnc|Pt|ANYBldSerPlas","0"
"2089-1","Cholesterol in LDL [Mass/volume] in Serum or Plasma","Cholesterol in LDL [Mass/volume] in Serum or Plasma","1","Laboratory","Cholesterol.in LDL|MCnc|Pt|ANYBldSerPlas","0"
"13457-7","Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation","LDL Cholesterol Calculated","1","Laboratory","Other Labs","0"
"18262-6","Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay","Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay","1","Laboratory","Cholesterol.in LDL|MCnc|Pt|ANYBldSerPlas","0"
"55440-2","LDL-Real Chol","Cholesterol.in LDL (real) [Mass/volume] in Serum or Plasma by VAP","1","Laboratory","Cholesterol.in LDL|MCnc|Pt|ANYBldSerPlas","0"
"39469-2","Cholesterol in LDL Calc [Moles/Vol]","Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation","1","Laboratory","Cholesterol.in LDL|SCnc|Pt|ANYBldSerPlas","0"
"2091-7","Cholesterol in VLDL [Mass/volume] in Serum or Plasma","Cholesterol in VLDL [Mass/volume] in Serum or Plasma","1","Laboratory","Cholesterol.in VLDL|MCnc|Pt|ANYBldSerPlas","0"
"13458-5","VLDL Cholesterol Calc","Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation","1","Laboratory","Cholesterol.in VLDL|MCnc|Pt|ANYBldSerPlas","0"
"2093-3","Cholesterol [Mass/volume] in Serum or Plasma","Cholesterol, Raw Pending Repeat","1","Laboratory","Other Labs","0"
"2098-2","CHOLINESTERASE [ENZYMATIC ACTIVITY/VOLUME] IN SERUM OR PLASMA","Cholinesterase [Enzymatic activity/volume] in Serum or Plasma","1","Laboratory","Cholinesterase|CCnc|Pt|ANYBldSerPlas","0"
"2118-8","Choriogonadotropin (pregnancy test) [Presence] in Serum or Plasma","Choriogonadotropin (pregnancy test) [Presence] in Serum or Plasma","1","Laboratory","Choriogonadotropin (pregnancy test)|PrThr|Pt|ANYBldSerPlas","0"
"2106-3","Choriogonadotropin (pregnancy test) [Presence] in Urine","Choriogonadotropin (pregnancy test) [Presence] in Urine","1","Laboratory","Choriogonadotropin (pregnancy test)|PrThr|Urine","0"
"21198-7","Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma","Human Chorionic Gonadotropin, Raw Pending Rpt","1","Laboratory","Other Labs","0"
"19080-1","Choriogonadotropin [Units/volume] in Serum or Plasma","Choriogonadotropin [Units/volume] in Serum or Plasma","1","Laboratory","Choriogonadotropin|ACnc|Pt|ANYBldSerPlas","0"
"5622-6","CHROMIUM [MASS/VOLUME] IN SERUM OR PLASMA","Chromium [Mass/volume] in Serum or Plasma","1","Laboratory","Chromium|MCnc|Pt|ANYBldSerPlas","0"
"13722-4","CITRATE/CREATININE [MASS RATIO] IN URINE","Citrate/Creatinine [Mass Ratio] in Urine","1","Laboratory","Citrate/Creatinine|MRto|Urine","0"
"21203-5","CITRATE [MASS/VOLUME] IN 24 HOUR URINE","Citrate [Mass/volume] in 24 hour Urine","1","Laboratory","Citrate|MCnc|Urine","0"
"2128-7","CITRATE [MASS/VOLUME] IN URINE","Citrate [Mass/volume] in Urine","1","Laboratory","Citrate|MCnc|Urine","0"
"6687-8","CITRATE [MASS/TIME] IN 24 HOUR URINE","Citrate [Mass/time] in 24 hour Urine","1","Laboratory","Citrate|MRat|Urine","0"
"30161-4","CITRULLINE/CREATININE [RATIO] IN URINE","Citrulline/Creatinine [Ratio] in Urine","1","Laboratory","Citrulline/Creatinine|Ratio|Urine","0"
"25877-2","CITRULLINE","Citrulline [Moles/volume] in 24 hour Urine","1","Laboratory","Citrulline|SCnc|Urine","0"
"27056-1","Ur Citrulline","Citrulline [Moles/volume] in Urine","1","Laboratory","Citrulline|SCnc|Urine","0"
"32167-9","Clarity of Urine","Clarity of Urine","1","Laboratory","Clarity|Type|Urine","0"
"3494-2","CLONAZEPAM SERUM/PLASMA","Clonazepam [Mass/volume] in Serum or Plasma","1","Laboratory","Clonazepam|MCnc|Pt|ANYBldSerPlas","0"
"3495-9","CLONIDINE [MASS/VOLUME] IN SERUM OR PLASMA","Clonidine [Mass/volume] in Serum or Plasma","1","Laboratory","Clonidine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"2132-9","Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma","Vitamin B12, Raw Data","1","Laboratory","Other Labs","0"
"5625-9","COBALT [MASS/VOLUME] IN BLOOD","Cobalt [Mass/volume] in Blood","1","Laboratory","Cobalt|MCnc|Pt|ANYBldSerPlas","0"
"5627-5","COBALT [MASS/VOLUME] IN SERUM OR PLASMA","Cobalt [Mass/volume] in Serum or Plasma","1","Laboratory","Cobalt|MCnc|Pt|ANYBldSerPlas","0"
